ts_code,trade_date,close,open,high,low,ret_close_1d,ret_close_3d,ret_close_5d,close_ma5_ratio,close_ma10_ratio,close_range_pos_5d,close_drawdown_10d,close_vol_5d,overnight_prev_1d,overnight_prev_3d_mean,overnight_prev_5d_mean,overnight_prev_5d_std,overnight_positive_rate_5d,name,industry,market,gap_days,is_new_listing_180d,prev_limit_move_like_1d,prev_soft_outlier_1d,turnover_rate,volume_ratio,pe,pb,total_mv,circ_mv,pre_close
601800.SH,2026-06-26,5.78,5.88,5.92,5.77,-0.0203389830508474,-0.0477759472817133,-0.0540098199672668,-0.0315013404825738,-0.0546287209682693,0.0212765957446822,-0.114854517611026,0.0102974373912908,-0.0033898305084746,-0.0033486893207567,-0.003970008359403,0.001289172316491,0.0,中国交建,建筑工程,主板,1,False,False,False,,,,,,,5.78
601658.SH,2026-06-26,4.92,4.9,4.94,4.86,0.004081632653061,-0.0276679841897232,0.0123456790123455,-0.0048543689320388,-0.0142256060909639,0.4705882352941182,-0.0538461538461538,0.0207740125728057,0.0,-0.0013362683033944,-0.0012132836157815,0.0009909920205211,0.0,邮储银行,银行,主板,1,False,False,False,,,,,,,4.92
601808.SH,2026-06-26,10.79,11.15,11.18,10.77,-0.0270513976555456,-0.0698275862068965,-0.0909856781802864,-0.0479971766366684,-0.0817802740192323,0.0158730158730155,-0.1374900079936052,0.0138154862871387,0.005410279531109,2.8803617734422342e-05,-0.0013264132320156,0.0039241175780558,0.2,中海油服,石油开采,主板,1,False,False,False,,,,,,,10.79
601766.SH,2026-06-26,5.22,5.31,5.34,5.21,-0.0169491525423728,-0.0386740331491712,-0.0678571428571428,-0.0293789512830047,-0.0587811034980166,0.0188679245283014,-0.1030927835051547,0.0243161009480477,0.0,-1.9840019419829307e-05,-0.0003646376977189,0.0013748909419847,0.2,中国中车,运输设备,主板,1,False,False,False,,,,,,,5.22
601816.SH,2026-06-26,4.53,4.57,4.61,4.52,-0.0109170305676855,-0.0237068965517239,-0.0130718954248365,-0.0122110771914522,-0.0334969063366759,0.0500000000000033,-0.0939999999999999,0.0136689306088167,-0.002183406113537,-0.002898798037643,-0.0026107385175749,0.0016189035607872,0.0,京沪高铁,铁路,主板,1,False,False,False,,,,,,,4.53
601838.SH,2026-06-26,17.96,17.93,18.07,17.7,0.0016731734523145,-0.0411105178857448,-0.037513397642015,-0.0130783602593691,-0.0472653970611639,0.2385321100917445,-0.1082423038728898,0.0217335211571722,0.0,-0.0036707056801758,-0.0048898199206096,0.0039860718080314,0.0,成都银行,银行,主板,1,False,False,False,,,,,,,17.96
601857.SH,2026-06-26,8.93,8.96,9.0,8.76,0.0136208853575481,-0.0251091703056769,-0.0428724544480172,-0.0184655968344692,-0.0505050505050506,0.2073170731707315,-0.1338506304558682,0.0235524874189643,0.0170261066969352,-0.0001470474037872,0.0001261338299677,0.0109184460850298,0.4,中国石油,石油开采,主板,1,False,False,False,,,,,,,8.93
601877.SH,2026-06-26,24.84,25.84,25.99,24.84,-0.0386996904024767,-0.0583775587566337,-0.0813609467455621,-0.0485674888922934,-0.0696280759579011,0.0,-0.1166429587482219,0.0262510824386251,0.0,-0.0021480919888804,-0.0041517478648894,0.0035693728002554,0.0,正泰电器,电气设备,主板,1,False,False,False,,,,,,,24.84
601888.SH,2026-06-26,53.32,55.26,56.89,53.31,-0.0420409629895794,-0.0478571428571428,-0.0363274896078076,-0.0354209631318064,-0.0554807624176291,0.1678571428571426,-0.1037149100689192,0.0290676374505123,-0.0071864893999281,-0.0074767069076114,-0.0090032483856035,0.0028833125375868,0.0,中国中免,旅游服务,主板,1,False,False,False,,,,,,,53.32
601868.SH,2026-06-26,2.65,2.7,2.75,2.65,0.0037878787878786,-0.022140221402214,-0.039855072463768,-0.0170623145400594,-0.0239410681399631,0.0454545454545445,-0.1016949152542373,0.0179244102154572,0.0227272727272727,0.0051019641811071,-0.0034191527542756,0.0142680354717187,0.2,中国能建,建筑工程,主板,1,False,False,False,,,,,,,2.65
601865.SH,2026-06-26,10.18,10.42,10.94,10.18,-0.0258373205741626,-0.0220941402497598,-0.0423330197554092,-0.0220941402497598,-0.0381708238851096,0.1648351648351652,-0.0728597449908925,0.0299175120946935,-0.0028708133971291,-0.0015973476613549,-0.0022754358780923,0.0024252287315285,0.0,福莱特,玻璃,主板,1,False,False,False,,,,,,,10.18
601898.SH,2026-06-26,12.51,12.91,12.99,12.46,-0.0264591439688716,-0.0705794947994057,-0.0733333333333333,-0.050113895216401,-0.0977280923187882,0.0306748466257662,-0.2517942583732057,0.0196460574180593,0.004669260700389,-0.0009647415119108,-0.0024973256602958,0.0061848116793998,0.4,中煤能源,煤炭开采,主板,1,False,False,False,,,,,,,12.51
601872.SH,2026-06-26,19.56,20.57,21.1,19.44,-0.0944444444444445,-0.0180722891566266,0.1411901983663943,-0.039670070699136,0.0560414642047295,0.4810379241516965,-0.1173285198555957,0.0835228166389792,-0.0476851851851852,-0.0165200323243037,-0.0030580565546217,0.036011000394347,0.6,招商轮船,水运,主板,1,False,False,False,,,,,,,19.56
601919.SH,2026-06-26,13.39,13.51,13.51,13.25,0.0007473841554559,-0.0118081180811808,0.0022455089820359,-0.0094688563396951,-0.0192631656046287,0.3285714285714295,-0.0752762430939226,0.0157981189602338,0.0097159940209266,0.0015186430486471,0.0007576635520794,0.0058107463669458,0.6,中远海控,水运,主板,1,False,False,False,,,,,,,13.39
601881.SH,2026-06-26,12.47,12.96,13.12,12.43,-0.0444444444444444,-0.034829721362229,0.0314309346567411,-0.0273010920436815,-0.0160183066361555,0.3471074380165291,-0.0595776772247359,0.0491894851922964,-0.0068965517241379,-0.0043628340628447,-0.0029365006427132,0.002968492253753,0.0,中国银河,证券,主板,1,False,False,False,,,,,,,12.47
601916.SH,2026-06-26,2.77,2.88,2.9,2.77,-0.0311297656523259,-0.0575025518883974,-0.0311297656523259,-0.0325509918971779,-0.041887170972986,0.0,-0.067025934658134,0.0214739501230921,0.0073452256033577,0.0024484085344525,0.0014690451206715,0.002938090241343,0.2,浙商银行,银行,主板,1,False,False,False,,,,,,,2.77
603019.SH,2026-06-26,98.76,98.0,102.0,96.65,0.0096094868125129,0.1343900758097864,0.1136671177266577,0.0697805411729024,0.1110986105642124,0.8094117647058826,-0.0317647058823529,0.0460934667108107,0.0018401144960131,0.0144904561037606,0.0099305540053133,0.018175037163922,0.8,中科曙光,IT设备,主板,1,False,False,False,,,,,,,98.76
601899.SH,2026-06-26,25.1,25.9,25.9,24.86,-0.0172278778386842,-0.082937522835221,-0.1436369839645171,-0.0727057780404906,-0.1169744942832013,0.0456273764258558,-0.1895382628350015,0.0463780858921218,0.0140955364134689,-0.0133770014176733,-0.0142887354879141,0.0177246783537534,0.2,紫金矿业,铜,主板,1,False,False,False,,,,,,,25.1
601878.SH,2026-06-26,9.51,9.78,9.95,9.5,-0.0393939393939394,-0.0165460186142709,0.04390779363337,-0.0128710815860493,0.0015797788309634,0.4827586206896545,-0.0451807228915663,0.0451392821854818,-0.0121212121212122,-0.0060812114053145,-0.0049023919747475,0.005503854556194,0.2,浙商证券,证券,主板,1,False,False,False,,,,,,,9.51
601901.SH,2026-06-26,7.15,7.4,7.52,7.15,-0.0492021276595743,0.0141843971631205,0.0735735735735736,-0.0030674846625765,0.0249426605504585,0.4615384615384616,-0.0809768637532133,0.0424493503268251,-0.0159574468085105,-0.0100260610943669,-0.0074871509669361,0.0046192570578786,0.0,方正证券,证券,主板,1,False,False,False,,,,,,,7.15
601985.SH,2026-06-26,8.93,9.05,9.12,8.93,-0.0055679287305123,-0.0110741971207086,-0.0208333333333332,-0.0040151684140086,-0.0183577003407716,0.3999999999999987,-0.05,0.0155096609999745,0.0077951002227172,0.0010849350345114,0.0002123645294788,0.0041463609548016,0.2,中国核电,新型电力,主板,1,False,False,False,,,,,,,8.93
601988.SH,2026-06-26,5.76,5.79,5.89,5.75,-0.005181347150259,-0.0618892508143322,-0.0034602076124568,-0.0286677908937604,-0.0372722714357345,0.0434782608695642,-0.0842607313195549,0.0306918420539554,0.0,-0.0061016301073872,-0.0036609780644323,0.0081607028343115,0.2,中国银行,银行,主板,1,False,False,False,,,,,,,5.76
601939.SH,2026-06-26,9.78,9.81,9.93,9.71,-0.0030581039755352,-0.028798411122145,-0.0141129032258064,-0.0125201938610662,-0.0300505801844691,0.1739130434782607,-0.0876865671641792,0.011072447787089,0.0,-0.0037062471303029,-0.0030301998910849,0.0054042562553135,0.2,建设银行,银行,主板,1,False,False,False,,,,,,,9.78
601998.SH,2026-06-26,7.13,7.25,7.28,7.11,-0.0124653739612188,-0.048064085447263,-0.0192572214580467,-0.018987341772152,-0.036746825182383,0.0784313725490197,-0.0764248704663211,0.0242243555753203,0.0041551246537396,-0.0004693858942796,-8.033725350253818e-06,0.003165003715589,0.4,中信银行,银行,主板,1,False,False,False,,,,,,,7.13
601995.SH,2026-06-26,35.56,35.92,37.08,35.39,-0.0163208852005531,0.0039525691699604,0.0646706586826348,0.0013516557783284,0.0279536322377358,0.6171284634760714,-0.0409924487594389,0.0331410389864664,-0.0063623789764867,-0.0068366411974547,-0.0054757833965117,0.0038634238772416,0.0,中金公司,证券,主板,1,False,False,False,,,,,,,35.56
603195.SH,2026-06-26,38.35,38.46,38.78,37.52,-0.0110881897885507,-0.0249173658784641,-0.025412960609911,-0.0219331803111448,-0.0270448548812664,0.2785234899328856,-0.0586647029945999,0.0196204556349332,-0.0082516761217121,-0.0016404260997204,-0.0019470121837745,0.0043544771141062,0.2,公牛集团,家用电器,主板,1,False,False,False,,,,,,,38.35
603290.SH,2026-06-26,133.86,138.32,141.95,133.51,-0.0315439154970336,-0.0355907780979827,0.0226126814362108,-0.0238744585587816,0.0322459253044455,0.1045045045045065,-0.0691237830319888,0.0263807387167122,0.0007234843003907,-0.0026646293070931,0.0009729657138987,0.0101806524765969,0.4,斯达半导,半导体,主板,1,False,False,False,,,,,,,133.86
603260.SH,2026-06-26,47.6,50.2,50.38,46.05,-0.0414820781312926,-0.0140845070422535,-0.0165289256198346,-0.0274599542334096,-0.0163866674932325,0.3257575757575759,-0.0833814750625842,0.040225743316805,0.0108739428111157,-0.0056046468242313,-0.0087191134616396,0.0099737961744874,0.2,合盛硅业,化工原料,主板,1,False,False,False,,,,,,,47.6
603296.SH,2026-06-26,69.25,75.55,75.66,69.25,-0.0999480114374837,-0.0895345779647647,-0.138681592039801,-0.0849388197362509,-0.0896051975983983,0.0,-0.1644546332046331,0.0444269219272227,-0.0180660254743956,-0.0103491814085841,-0.0067300663399346,0.0126247067499969,0.2,华勤技术,元器件,主板,1,False,False,False,,,,,,,69.25
